"A","",00:00:00.000,00:00:02.620,""
"A","",00:00:02.620,00:00:02.760,""
"A","",00:00:02.760,00:00:03.200,""
"A","",00:00:03.200,00:00:03.300,""
"A","",00:00:03.300,00:00:04.420,""
"A","",00:00:04.420,00:00:08.060,""
"A","",00:00:08.060,00:00:08.940,""
"A","",00:00:08.940,00:00:10.960,""
"A","",00:00:10.960,00:00:11.900,""
"A","",00:00:11.900,00:00:15.240,""
"A","",00:00:15.240,00:00:19.420,""
"A","",00:00:19.420,00:00:19.940,""
"A","",00:00:19.940,00:00:20.500,""
"A","",00:00:20.500,00:00:20.640,""
"A","",00:00:20.640,00:00:22.720,""
"A","",00:00:22.720,00:00:23.000,""
"A","",00:00:23.000,00:00:23.540,""
"A","",00:00:23.540,00:00:25.300,""
"A","",00:00:25.300,00:00:26.460,""
"A","",00:00:26.460,00:00:26.740,""
"A","",00:00:26.740,00:00:27.860,""
"A","",00:00:27.860,00:00:28.500,""
"A","",00:00:28.500,00:00:29.060,""
"A","",00:00:29.060,00:00:30.980,""
"A","",00:00:30.980,00:00:34.180,""
"A","",00:00:34.180,00:00:34.300,""
"A","",00:00:34.300,00:00:35.140,""
"A","",00:00:35.140,00:00:36.460,""
"A","",00:00:36.460,00:00:37.500,""
"A","",00:00:37.500,00:00:38.860,""
"A","",00:00:38.860,00:00:40.560,""
"A","",00:00:40.560,00:00:40.840,""
"A","",00:00:40.840,00:00:44.260,""
"A","",00:00:44.260,00:00:47.380,""
"A","",00:00:47.380,00:00:48.260,""
"A","",00:00:48.260,00:00:50.860,""
"A","",00:00:50.860,00:00:51.240,""
"A","",00:00:51.240,00:00:51.300,""
"A","",00:00:51.300,00:00:52.820,""
"A","",00:00:52.820,00:00:53.400,""
"A","",00:00:53.400,00:00:54.620,""
"A","",00:00:54.620,00:00:56.900,""
"A","",00:00:56.900,00:01:07.940,""
"A","",00:01:07.940,00:01:09.820,""
"A","",00:01:09.820,00:01:11.560,""
"A","",00:01:11.560,00:01:12.880,""
"A","",00:01:12.880,00:01:13.560,""
"A","",00:01:13.560,00:01:14.100,""
"A","",00:01:14.100,00:01:14.620,""
"A","",00:01:14.620,00:01:15.600,""
"A","",00:01:15.600,00:01:16.080,""
"A","",00:01:16.080,00:01:16.320,""
"A","",00:01:16.320,00:01:16.920,""
"A","",00:01:16.920,00:01:16.980,""
"A","",00:01:16.980,00:01:23.800,""
"A","",00:01:23.800,00:01:25.500,""
"A","",00:01:25.500,00:01:26.260,""
"A","",00:01:26.260,00:01:31.340,""
"A","",00:01:31.340,00:01:32.440,""
"A","",00:01:32.440,00:01:32.500,""
"A","",00:01:32.500,00:01:33.060,""
"A","",00:01:33.060,00:01:34.440,""
"A","",00:01:34.440,00:02:11.920,""
"A","",00:02:11.920,00:02:12.120,""
"A","",00:02:12.120,00:02:16.940,""
"A","",00:02:16.940,00:02:17.080,""
"A","",00:02:17.080,00:02:17.500,""
"A","",00:02:17.500,00:02:19.280,""
"A","",00:02:19.280,00:02:19.900,""
"A","",00:02:19.900,00:02:22.240,""
"A","",00:02:22.240,00:02:22.760,""
"A","",00:02:22.760,00:02:25.380,""
"A","",00:02:25.380,00:02:25.920,""
"A","",00:02:25.920,00:02:26.700,""
"A","",00:02:26.700,00:02:27.580,""
"A","",00:02:27.580,00:02:29.820,""
"A","",00:02:29.820,00:02:30.440,""
"A","",00:02:30.440,00:02:31.860,""
"A","",00:02:31.860,00:02:37.660,""
"A","",00:02:37.660,00:02:37.760,""
"A","",00:02:37.760,00:02:38.360,""
"A","",00:02:38.360,00:02:38.440,""
"A","",00:02:38.440,00:02:39.580,""
"A","",00:02:39.580,00:02:39.640,""
"A","",00:02:39.640,00:02:42.560,""
"A","",00:02:42.560,00:02:42.720,""
"A","",00:02:42.720,00:02:43.220,""
"A","",00:02:43.220,00:02:43.300,""
"A","",00:02:43.300,00:02:45.740,""
"A","",00:02:45.740,00:02:45.800,""
"A","",00:02:45.800,00:02:46.580,""
"A","",00:02:46.580,00:02:47.900,""
"A","",00:02:47.900,00:02:48.740,""
"A","",00:02:48.740,00:02:48.960,""
"A","",00:02:48.960,00:02:49.560,""
"A","",00:02:49.560,00:02:50.720,""
"A","",00:02:50.720,00:02:51.140,""
"A","",00:02:51.140,00:02:51.220,""
"A","",00:02:51.220,00:02:52.880,""
"A","",00:02:52.880,00:02:53.040,""
"A","",00:02:53.040,00:02:53.460,""
"A","",00:02:53.460,00:02:54.420,""
"A","",00:02:54.420,00:02:55.640,""
"A","",00:02:55.640,00:02:56.040,""
"A","",00:02:56.040,00:02:56.640,""
"A","",00:02:56.640,00:02:59.120,""
"A","",00:02:59.120,00:03:01.860,""
"A","",00:03:01.860,00:03:02.180,""
"A","",00:03:02.180,00:03:02.580,""
"A","",00:03:02.580,00:03:03.920,""
"A","",00:03:03.920,00:03:04.780,""
"A","",00:03:04.780,00:03:07.580,""
"A","",00:03:07.580,00:03:08.580,""
"A","",00:03:08.580,00:03:10.340,""
"A","",00:03:10.340,00:03:13.560,""
"A","",00:03:13.560,00:03:13.620,""
"A","",00:03:13.620,00:03:14.460,""
"A","",00:03:14.460,00:03:14.600,""
"A","",00:03:14.600,00:03:16.280,""
"A","",00:03:16.280,00:03:18.360,""
"A","",00:03:18.360,00:03:21.000,""
"A","",00:03:21.000,00:03:21.200,""
"A","",00:03:21.200,00:03:23.240,""
"A","",00:03:23.240,00:03:23.300,""
"A","",00:03:23.300,00:03:24.680,""
"A","",00:03:24.680,00:03:24.940,""
"A","",00:03:24.940,00:03:25.380,""
"A","",00:03:25.380,00:03:26.060,""
"A","",00:03:26.060,00:03:26.780,""
"A","",00:03:26.780,00:03:26.840,""
"A","",00:03:26.840,00:03:32.280,""
"A","",00:03:32.280,00:03:32.360,""
"A","",00:03:32.360,00:03:47.040,""
"A","",00:03:47.040,00:03:48.020,""
"A","",00:03:48.020,00:03:53.720,""
"A","",00:03:53.720,00:03:53.880,""
"A","",00:03:53.880,00:03:59.940,""
"A","",00:03:59.940,00:04:00.160,""
"A","",00:04:00.160,00:04:03.880,""
"A","",00:04:03.880,00:04:04.180,""
"A","",00:04:04.180,00:04:28.980,""
"A","",00:04:28.980,00:04:29.040,""
"A","",00:04:29.040,00:04:50.240,""
"A","",00:04:50.240,00:04:50.380,""
"A","",00:04:50.380,00:05:00.900,""
"A","",00:05:00.900,00:05:01.040,""
"A","",00:05:01.040,00:05:26.100,""
"A","",00:05:26.100,00:05:27.480,""
"A","",00:05:27.480,00:05:27.840,""
"A","",00:05:27.840,00:05:28.500,""
"A","",00:05:28.500,00:05:31.340,""
"A","",00:05:31.340,00:05:31.900,""
"A","",00:05:31.900,00:05:32.260,""
"A","",00:05:32.260,00:05:33.200,""
"A","",00:05:33.200,00:05:33.940,""
"A","",00:05:33.940,00:05:34.240,""
"A","",00:05:34.240,00:05:35.460,""
"A","",00:05:35.460,00:05:36.180,""
"A","",00:05:36.180,00:05:36.660,""
"A","",00:05:36.660,00:05:37.040,""
"A","",00:05:37.040,00:05:37.400,""
"A","",00:05:37.400,00:05:38.480,""
"A","",00:05:38.480,00:05:39.100,""
"A","",00:05:39.100,00:05:39.320,""
"A","",00:05:39.320,00:05:39.780,""
"A","",00:05:39.780,00:05:40.020,""
"A","",00:05:40.020,00:05:41.160,""
"A","",00:05:41.160,00:05:43.080,""
"A","",00:05:43.080,00:05:43.460,""
"A","",00:05:43.460,00:05:46.020,""
"A","",00:05:46.020,00:05:47.500,"1.0"
"A","",00:05:47.500,00:05:48.280,"1.0"
"A","",00:05:48.280,00:05:48.900,"1.0"
"A","",00:05:48.900,00:05:49.340,"1.0"
"A","",00:05:49.340,00:05:50.660,""
"A","",00:05:50.660,00:05:51.040,"1.0"
"A","",00:05:51.040,00:05:51.660,"1.0"
"A","",00:05:51.660,00:05:54.500,"1.0"
"A","",00:05:54.500,00:05:54.860,""
"A","",00:05:54.860,00:05:55.580,""
"A","",00:05:55.580,00:05:57.760,""
"A","",00:05:57.760,00:05:58.240,"2.0"
"A","",00:05:58.240,00:05:59.000,"2.0"
"A","",00:05:59.000,00:05:59.900,"2.0"
"A","",00:05:59.900,00:06:01.520,"2.0"
"A","",00:06:01.520,00:06:04.220,""
"A","",00:06:04.220,00:06:04.620,""
"A","",00:06:04.620,00:06:04.760,""
"A","",00:06:04.760,00:06:05.640,""
"A","",00:06:05.640,00:06:05.780,""
"A","",00:06:05.780,00:06:07.480,""
"A","",00:06:07.480,00:06:07.720,"1.0"
"A","",00:06:07.720,00:06:08.180,"1.0"
"A","",00:06:08.180,00:06:08.640,"1.0"
"A","",00:06:08.640,00:06:10.120,"1.0"
"A","",00:06:10.120,00:06:10.620,""
"A","",00:06:10.620,00:06:11.160,""
"A","",00:06:11.160,00:06:11.820,""
"A","",00:06:11.820,00:06:13.400,""
"A","",00:06:13.400,00:06:16.600,""
"A","",00:06:16.600,00:06:17.240,""
"A","",00:06:17.240,00:06:19.000,""
"A","",00:06:19.000,00:06:20.700,""
"A","",00:06:20.700,00:06:22.380,""
"A","",00:06:22.380,00:06:22.880,""
"A","",00:06:22.880,00:06:23.740,""
"A","",00:06:23.740,00:06:24.840,"0.0"
"A","",00:06:24.840,00:06:25.160,"0.0"
"A","",00:06:25.160,00:06:25.760,"0.0"
"A","",00:06:25.760,00:06:27.820,"0.0"
"A","",00:06:27.820,00:06:28.200,""
"A","",00:06:28.200,00:06:29.060,""
"A","",00:06:29.060,00:06:29.440,""
"A","",00:06:29.440,00:06:30.640,""
"A","",00:06:30.640,00:06:31.160,""
"A","",00:06:31.160,00:06:32.020,""
"A","",00:06:32.020,00:06:33.680,""
"A","",00:06:33.680,00:06:39.460,"3.0"
"A","",00:06:39.460,00:06:39.920,""
"A","",00:06:39.920,00:06:40.500,""
"A","",00:06:40.500,00:06:40.860,""
"A","",00:06:40.860,00:06:41.220,""
"A","",00:06:41.220,00:06:42.160,""
"A","",00:06:42.160,00:06:42.300,""
"A","",00:06:42.300,00:06:43.000,""
"A","",00:06:43.000,00:06:43.180,""
"A","",00:06:43.180,00:06:44.360,""
"A","",00:06:44.360,00:06:45.840,""
"A","",00:06:45.840,00:06:46.460,""
"A","",00:06:46.460,00:06:49.760,""
"A","",00:06:49.760,00:06:50.180,""
"A","",00:06:50.180,00:06:50.680,""
"A","",00:06:50.680,00:06:51.500,""
"A","",00:06:51.500,00:06:53.220,""
"A","",00:06:53.220,00:06:54.320,""
"A","",00:06:54.320,00:06:55.800,""
"A","",00:06:55.800,00:06:57.080,""
"A","",00:06:57.080,00:06:57.260,"1.0"
"A","",00:06:57.260,00:06:57.680,"1.0"
"A","",00:06:57.680,00:06:57.960,"1.0"
"A","",00:06:57.960,00:06:58.680,"1.0"
"A","",00:06:58.680,00:07:02.880,"1.0"
"A","",00:07:02.880,00:07:03.720,""
"A","",00:07:03.720,00:07:04.000,""
"A","",00:07:04.000,00:07:05.180,""
"A","",00:07:05.180,00:07:05.780,"3.0"
"A","",00:07:05.780,00:07:06.820,"3.0"
"A","",00:07:06.820,00:07:12.140,"3.0"
"A","",00:07:12.140,00:07:12.500,""
"A","",00:07:12.500,00:07:19.040,""
"A","",00:07:19.040,00:07:19.960,""
"A","",00:07:19.960,00:07:21.940,""
"A","",00:07:21.940,00:07:22.820,""
"A","",00:07:22.820,00:07:27.400,""
"A","",00:07:27.400,00:07:27.960,""
"A","",00:07:27.960,00:07:28.520,""
"A","",00:07:28.520,00:07:29.180,""
"A","",00:07:29.180,00:07:30.640,""
"A","",00:07:30.640,00:07:31.340,""
"A","",00:07:31.340,00:07:31.880,""
"A","",00:07:31.880,00:07:32.640,""
"A","",00:07:32.640,00:07:40.840,""
"A","",00:07:40.840,00:07:42.160,""
"A","",00:07:42.160,00:07:44.080,""
"A","",00:07:44.080,00:07:44.780,""
"A","",00:07:44.780,00:07:44.880,""
"A","",00:07:44.880,00:07:45.440,""
"A","",00:07:45.440,00:07:47.620,""
"A","",00:07:47.620,00:07:48.140,""
"A","",00:07:48.140,00:07:48.560,"2.0"
"A","",00:07:48.560,00:07:49.280,"2.0"
"A","",00:07:49.280,00:07:55.820,"2.0"
"A","",00:07:55.820,00:07:56.280,""
"A","",00:07:56.280,00:07:58.860,""
"A","",00:07:58.860,00:07:59.960,""
"A","",00:07:59.960,00:08:04.500,""
"A","",00:08:04.500,00:08:05.060,""
"A","",00:08:05.060,00:08:05.460,""
"A","",00:08:05.460,00:08:05.860,""
"A","",00:08:05.860,00:08:07.900,""
"A","",00:08:07.900,00:08:08.580,""
"A","",00:08:08.580,00:08:12.660,""
"A","",00:08:12.660,00:08:13.180,""
"A","",00:08:13.180,00:08:14.140,""
"A","",00:08:14.140,00:08:15.040,""
"A","",00:08:15.040,00:08:15.140,""
"A","",00:08:15.140,00:08:15.740,""
"A","",00:08:15.740,00:08:16.580,""
"A","",00:08:16.580,00:08:17.300,""
"A","",00:08:17.300,00:08:17.460,""
"A","",00:08:17.460,00:08:19.500,""
"A","",00:08:19.500,00:08:19.600,""
"A","",00:08:19.600,00:08:20.180,""
"A","",00:08:20.180,00:08:20.680,""
"A","",00:08:20.680,00:08:21.420,""
"A","",00:08:21.420,00:08:21.860,""
"A","",00:08:21.860,00:08:25.340,""
"A","",00:08:25.340,00:08:26.080,""
"A","",00:08:26.080,00:08:26.580,""
"A","",00:08:26.580,00:08:26.820,""
"A","",00:08:26.820,00:08:28.380,""
"A","",00:08:28.380,00:08:33.480,"1.0"
"A","",00:08:33.480,00:08:34.100,""
"A","",00:08:34.100,00:08:34.500,""
"A","",00:08:34.500,00:08:35.080,""
"A","",00:08:35.080,00:08:35.280,""
"A","",00:08:35.280,00:08:35.680,""
"A","",00:08:35.680,00:08:36.720,""
"A","",00:08:36.720,00:08:37.700,""
"A","",00:08:37.700,00:08:37.900,""
"A","",00:08:37.900,00:08:40.180,""
"A","",00:08:40.180,00:08:40.340,""
"A","",00:08:40.340,00:08:40.860,""
"A","",00:08:40.860,00:08:40.980,""
"A","",00:08:40.980,00:08:42.060,""
"A","",00:08:42.060,00:08:43.040,""
"A","",00:08:43.040,00:08:45.220,""
"A","",00:08:45.220,00:08:45.820,""
"A","",00:08:45.820,00:08:47.180,""
"A","",00:08:47.180,00:08:47.400,""
"A","",00:08:47.400,00:08:47.800,""
"A","",00:08:47.800,00:08:47.980,""
"A","",00:08:47.980,00:08:49.140,""
"A","",00:08:49.140,00:08:50.620,""
"A","",00:08:50.620,00:08:53.580,""
"A","",00:08:53.580,00:08:53.920,""
"A","",00:08:53.920,00:08:54.360,""
"A","",00:08:54.360,00:08:54.640,""
"A","",00:08:54.640,00:08:57.440,""
"A","",00:08:57.440,00:08:57.960,""
"A","",00:08:57.960,00:08:59.340,""
"A","",00:08:59.340,00:09:04.280,""
"A","",00:09:04.280,00:09:04.760,""
"A","",00:09:04.760,00:09:05.680,""
"A","",00:09:05.680,00:09:06.220,""
"A","",00:09:06.220,00:09:09.160,""
"A","",00:09:09.160,00:09:13.160,""
"A","",00:09:13.160,00:09:13.400,""
"A","",00:09:13.400,00:09:15.320,""
"A","",00:09:15.320,00:09:16.020,"0.0"
"A","",00:09:16.020,00:09:17.260,"0.0"
"A","",00:09:17.260,00:09:17.620,""
"A","",00:09:17.620,00:09:18.560,""
"A","",00:09:18.560,00:09:18.680,""
"A","",00:09:18.680,00:09:19.420,""
"A","",00:09:19.420,00:09:19.820,""
"A","",00:09:19.820,00:09:21.900,""
"A","",00:09:21.900,00:09:22.020,""
"A","",00:09:22.020,00:09:22.480,""
"A","",00:09:22.480,00:09:23.660,""
"A","",00:09:23.660,00:09:26.580,""
"A","",00:09:26.580,00:09:26.900,""
"A","",00:09:26.900,00:09:28.720,""
"A","",00:09:28.720,00:09:36.020,""
"A","",00:09:36.020,00:09:36.380,""
"A","",00:09:36.380,00:09:37.500,""
"A","",00:09:37.500,00:09:38.660,""
"A","",00:09:38.660,00:09:40.100,"1.0"
"A","",00:09:40.100,00:09:40.800,"1.0"
"A","",00:09:40.800,00:09:45.160,"1.0"
"A","",00:09:45.160,00:09:45.880,""
"A","",00:09:45.880,00:09:47.680,""
"A","",00:09:47.680,00:09:48.400,""
"A","",00:09:48.400,00:09:48.880,""
"A","",00:09:48.880,00:09:49.380,""
"A","",00:09:49.380,00:09:54.740,""
"A","",00:09:54.740,00:09:55.700,""
"A","",00:09:55.700,00:09:57.200,""
"A","",00:09:57.200,00:09:57.640,""
"A","",00:09:57.640,00:10:02.760,""
"A","",00:10:02.760,00:10:04.040,""
"A","",00:10:04.040,00:10:04.200,""
"A","",00:10:04.200,00:10:05.220,""
"A","",00:10:05.220,00:10:05.900,""
"A","",00:10:05.900,00:10:08.300,""
"A","",00:10:08.300,00:10:15.780,"2.0"
"A","",00:10:15.780,00:10:16.320,""
"A","",00:10:16.320,00:10:16.520,""
"A","",00:10:16.520,00:10:17.440,""
"A","",00:10:17.440,00:10:21.460,""
"A","",00:10:21.460,00:10:21.980,""
"A","",00:10:21.980,00:10:23.060,""
"A","",00:10:23.060,00:10:23.600,""
"A","",00:10:23.600,00:10:23.880,""
"A","",00:10:23.880,00:10:24.500,""
"A","",00:10:24.500,00:10:26.340,""
"A","",00:10:26.340,00:10:26.720,""
"A","",00:10:26.720,00:10:27.520,""
"A","",00:10:27.520,00:10:28.120,""
"A","",00:10:28.120,00:10:28.360,""
"A","",00:10:28.360,00:10:30.360,""
"A","",00:10:30.360,00:10:30.580,""
"A","",00:10:30.580,00:10:32.340,""
"A","",00:10:32.340,00:10:32.560,""
"A","",00:10:32.560,00:10:36.320,""
"A","",00:10:36.320,00:10:37.380,""
"A","",00:10:37.380,00:10:38.220,""
"A","",00:10:38.220,00:10:40.840,"-1.0"
"A","",00:10:40.840,00:10:41.340,"-1.0"
"A","",00:10:41.340,00:10:45.780,""
"A","",00:10:45.780,00:10:46.240,""
