,start_time,finish_time,s,emotion_level,subject
617,00:16:12.540,00:16:13.460,x,,
618,00:16:13.460,00:16:14.280,s,,
619,00:16:14.280,00:16:16.380,x,,
620,00:16:16.380,00:16:16.840,s,,
621,00:16:16.840,00:16:18.360,x,,
622,00:16:18.360,00:16:19.060,s,,
623,00:16:19.060,00:16:19.420,x,0.0,A
624,00:16:19.420,00:16:20.620,s,0.0,A
625,00:16:20.620,00:16:20.820,x,0.0,A
626,00:16:20.820,00:16:21.780,s,0.0,A
627,00:16:21.780,00:16:22.060,x,0.0,A
628,00:16:22.060,00:16:22.480,s,4.0,B
629,00:16:22.480,00:16:28.420,x,4.0,B
630,00:16:28.420,00:16:28.940,s,,
631,00:16:28.940,00:16:30.160,x,,
632,00:16:30.160,00:16:31.240,s,,
633,00:16:31.240,00:16:32.200,x,,
634,00:16:32.200,00:16:32.920,s,,
635,00:16:32.920,00:16:34.120,x,,
636,00:16:34.120,00:16:34.680,s,,
637,00:16:34.680,00:16:38.640,x,,
638,00:16:38.640,00:16:39.280,s,,
639,00:16:39.280,00:16:43.200,x,,
640,00:16:43.200,00:16:45.180,s,,
641,00:16:45.180,00:16:45.400,x,,
642,00:16:45.400,00:16:48.360,s,,
643,00:16:48.360,00:16:53.060,x,2.0,B
644,00:16:53.060,00:16:53.920,s,,
645,00:16:53.920,00:16:55.780,x,,
646,00:16:55.780,00:16:56.240,s,,
647,00:16:56.240,00:16:57.460,x,3.0,B
648,00:16:57.460,00:16:58.020,s,3.0,B
649,00:16:58.020,00:17:03.460,x,3.0,B
650,00:17:03.460,00:17:04.020,s,,
651,00:17:04.020,00:17:04.620,x,,
652,00:17:04.620,00:17:06.440,s,,
653,00:17:06.440,00:17:07.380,x,,
654,00:17:07.380,00:17:08.100,s,,
655,00:17:08.100,00:17:13.020,x,,
656,00:17:13.020,00:17:13.880,s,,
657,00:17:13.880,00:17:15.220,x,,
658,00:17:15.220,00:17:16.360,s,,
659,00:17:16.360,00:17:16.580,x,,
660,00:17:16.580,00:17:18.700,s,,
661,00:17:18.700,00:17:18.820,x,,
662,00:17:18.820,00:17:21.180,s,,
663,00:17:21.180,00:17:22.760,x,,
664,00:17:22.760,00:17:25.120,s,,
665,00:17:25.120,00:17:25.220,x,,
666,00:17:25.220,00:17:32.880,s,,
667,00:17:32.880,00:17:36.540,x,,
668,00:17:36.540,00:17:37.600,s,,
669,00:17:37.600,00:17:41.660,x,,
670,00:17:41.660,00:17:43.020,s,2.0,A
671,00:17:43.020,00:17:44.440,x,2.0,B
672,00:17:44.440,00:17:45.220,s,2.0,B
673,00:17:45.220,00:17:46.160,x,2.0,B
674,00:17:46.160,00:17:46.520,s,,
675,00:17:46.520,00:17:47.400,x,,
676,00:17:47.400,00:17:47.880,s,,
677,00:17:47.880,00:17:49.280,x,,
678,00:17:49.280,00:17:50.260,s,,
679,00:17:50.260,00:17:53.260,x,,
680,00:17:53.260,00:17:53.820,s,,
681,00:17:53.820,00:18:00.940,x,,
682,00:18:00.940,00:18:01.420,s,,
683,00:18:01.420,00:18:02.740,x,,
684,00:18:02.740,00:18:03.480,s,,
685,00:18:03.480,00:18:04.540,x,,
686,00:18:04.540,00:18:04.920,s,,
687,00:18:04.920,00:18:05.920,x,,
688,00:18:05.920,00:18:06.460,s,,
689,00:18:06.460,00:18:10.520,x,3.0,D
690,00:18:10.520,00:18:10.960,s,,
691,00:18:10.960,00:18:12.960,x,,
692,00:18:12.960,00:18:13.520,s,,
693,00:18:13.520,00:18:13.900,x,,
694,00:18:13.900,00:18:14.300,s,,
695,00:18:14.300,00:18:15.360,x,,
696,00:18:15.360,00:18:16.320,s,,
697,00:18:16.320,00:18:18.700,x,3.0,D
698,00:18:18.700,00:18:19.220,s,3.0,D
699,00:18:19.220,00:18:19.800,x,,
700,00:18:19.800,00:18:20.260,s,,
701,00:18:20.260,00:18:21.200,x,0.0,B
702,00:18:21.200,00:18:21.640,s,0.0,B
703,00:18:21.640,00:18:22.880,x,0.0,B
704,00:18:22.880,00:18:29.360,s,0.0,B
705,00:18:29.360,00:18:29.540,x,,
706,00:18:29.540,00:18:31.300,s,,
707,00:18:31.300,00:18:31.540,x,,
708,00:18:31.540,00:18:35.080,s,,
709,00:18:35.080,00:18:35.160,x,,
710,00:18:35.160,00:18:40.340,s,,
711,00:18:40.340,00:18:40.660,x,,
712,00:18:40.660,00:18:44.080,s,,
713,00:18:44.080,00:18:44.320,x,,
714,00:18:44.320,00:18:44.940,s,,
715,00:18:44.940,00:18:45.160,x,,
716,00:18:45.160,00:18:48.780,s,,
717,00:18:48.780,00:18:49.080,x,,
718,00:18:49.080,00:18:49.740,s,,
719,00:18:49.740,00:18:50.280,x,,
720,00:18:50.280,00:18:59.040,s,,
721,00:18:59.040,00:19:01.740,x,,
722,00:19:01.740,00:19:02.940,s,,
723,00:19:02.940,00:19:03.860,x,,
724,00:19:03.860,00:19:06.160,s,,
725,00:19:06.160,00:19:09.960,x,,
726,00:19:09.960,00:19:10.580,s,,
727,00:19:10.580,00:19:12.180,x,,
728,00:19:12.180,00:19:12.540,s,,
729,00:19:12.540,00:19:16.460,x,,
730,00:19:16.460,00:19:17.520,s,,
731,00:19:17.520,00:19:17.800,x,,
732,00:19:17.800,00:19:22.060,s,,
733,00:19:22.060,00:19:22.740,x,,
734,00:19:22.740,00:19:23.740,s,,
735,00:19:23.740,00:19:26.120,x,,
736,00:19:26.120,00:19:26.880,s,3.0,B
737,00:19:26.880,00:19:28.680,x,3.0,B
738,00:19:28.680,00:19:29.060,s,,
739,00:19:29.060,00:19:29.220,x,,
740,00:19:29.220,00:19:29.920,s,,
741,00:19:29.920,00:19:31.840,x,,
742,00:19:31.840,00:19:32.520,s,,
743,00:19:32.520,00:19:34.940,x,,
744,00:19:34.940,00:19:35.340,s,,
745,00:19:35.340,00:19:36.640,x,,
746,00:19:36.640,00:19:37.280,s,,
747,00:19:37.280,00:19:38.680,x,,
748,00:19:38.680,00:19:39.960,s,,
749,00:19:39.960,00:19:41.020,x,,
750,00:19:41.020,00:19:41.580,s,,
751,00:19:41.580,00:19:42.660,x,,
752,00:19:42.660,00:19:43.260,s,,
753,00:19:43.260,00:19:46.880,x,2.0,B
754,00:19:46.880,00:19:47.560,s,,
755,00:19:47.560,00:19:48.860,x,,
756,00:19:48.860,00:19:54.060,s,,
757,00:19:54.060,00:19:55.100,x,,
758,00:19:55.100,00:19:55.960,s,,
759,00:19:55.960,00:19:59.320,x,,
760,00:19:59.320,00:20:01.080,s,,
761,00:20:01.080,00:20:02.760,x,,
762,00:20:02.760,00:20:03.800,s,,
763,00:20:03.800,00:20:05.020,x,,
764,00:20:05.020,00:20:05.620,s,,
765,00:20:05.620,00:20:05.840,x,,
766,00:20:05.840,00:20:06.500,s,,
767,00:20:06.500,00:20:08.320,x,,
768,00:20:08.320,00:20:08.960,s,,
769,00:20:08.960,00:20:11.620,x,,
770,00:20:11.620,00:20:12.020,s,1.0,A
771,00:20:12.020,00:20:13.840,x,,
772,00:20:13.840,00:20:14.240,s,,
773,00:20:14.240,00:20:15.820,x,,
774,00:20:15.820,00:20:16.200,s,,
775,00:20:16.200,00:20:18.960,x,,
776,00:20:18.960,00:20:19.640,s,,
777,00:20:19.640,00:20:21.200,x,,
778,00:20:21.200,00:20:22.160,s,,
779,00:20:22.160,00:20:24.200,x,,
780,00:20:24.200,00:20:27.180,s,,
781,00:20:27.180,00:20:27.320,x,,
782,00:20:27.320,00:20:28.320,s,,
783,00:20:28.320,00:20:30.980,x,,
784,00:20:30.980,00:20:31.460,s,,
785,00:20:31.460,00:20:32.400,x,,
786,00:20:32.400,00:20:33.340,s,,
787,00:20:33.340,00:20:34.540,x,,
788,00:20:34.540,00:20:35.500,s,,
789,00:20:35.500,00:20:37.400,x,,
790,00:20:37.400,00:20:38.320,s,,
791,00:20:38.320,00:20:39.960,x,,
792,00:20:39.960,00:20:40.760,s,,
793,00:20:40.760,00:20:40.900,x,,
794,00:20:40.900,00:20:41.260,s,,
795,00:20:41.260,00:20:44.100,x,,
796,00:20:44.100,00:20:44.620,s,,
797,00:20:44.620,00:20:45.080,x,,
798,00:20:45.080,00:20:45.600,s,,
799,00:20:45.600,00:20:45.720,x,,
800,00:20:45.720,00:20:46.680,s,,
801,00:20:46.680,00:20:47.340,x,,
802,00:20:47.340,00:20:47.940,s,,
803,00:20:47.940,00:20:51.080,x,,
804,00:20:51.080,00:20:51.500,s,,
805,00:20:51.500,00:20:51.600,x,,
806,00:20:51.600,00:20:52.000,s,,
807,00:20:52.000,00:20:52.060,x,,
808,00:20:52.060,00:20:55.320,s,,
809,00:20:55.320,00:20:55.460,x,,
810,00:20:55.460,00:20:57.200,s,,
