accx_mean,accy_mean,accz_mean,gyrx_mean,gyry_mean,gyrz_mean,accx_var,accy_var,accz_var,gyrx_var,gyry_var,gyrz_var,accx_max,accy_max,accz_max,gyrx_max,gyry_max,gyrz_max,accx_min,accy_min,accz_min,gyrx_min,gyry_min,gyrz_min,accn_max_fq,accn_max_peak,gyrn_max_fq,gyrn_max_peak
6492.508333333333,1724.7466666666667,-7579.98,22.6725,75.73166666666667,-32.21333333333333,12414.489930555548,1672.982488888889,22539.764599999995,4622.833577083334,168355.19966388892,4031.2344888888974,6754,1877,-7155,328,2202,145,5992,1557,-8444,-196,-1115,-299,9.579667644183774,45.65772323536469,0.19550342130987292,132.52489333311584
6659.081666666667,1679.9483333333333,-7448.161666666667,19.2775,37.63333333333333,-29.450833333333332,17783.108330555562,1789.6706638888863,25023.51886388892,6387.1854937499875,101795.85222222214,5972.537582638896,6996,1850,-7002,322,1336,157,6378,1547,-8015,-226,-962,-379,7.820136852394917,42.50136139010155,0.9775171065493646,89.95241222459583
5889.905833333333,1622.2375,-8066.3675,20.0875,96.7375,-28.625833333333333,50955.670299305544,1886.7794270833306,40503.83411041663,7138.883177083306,248239.59692708298,8025.240832638885,6932,1767,-6909,364,1726,340,5304,1476,-8664,-226,-2267,-409,9.775171065493646,60.61538068781735,0.39100684261974583,197.66852830943307
6089.765833333333,1624.015,-7928.145833333333,22.4625,11.698333333333334,-21.703333333333333,140770.8659993057,4879.958108333337,94420.95623263797,12828.186927083427,666963.1623305577,20121.405322222246,7037,1933,-6933,486,2494,864,4938,1310,-8928,-641,-3804,-665,8.79765395894428,107.46006498959514,0.39100684261974583,254.10050947211855
6042.86,1568.7875,-7974.329166666666,21.873333333333335,7.448333333333333,-24.81833333333333,42236.77873333336,1916.1390104166683,42550.63081597225,6886.13728888888,454162.86733055563,7483.438663888881,6534,1706,-7402,370,1903,358,5602,1383,-8513,-232,-3932,-312,8.211143695014663,44.341624980047094,0.39100684261974583,226.84116870242877
5606.336666666667,1441.8675,-8304.245833333332,36.43,76.77416666666667,-40.91166666666667,84720.18832222215,6470.353277083304,63835.28373263884,14330.793433333329,553495.2181659719,19056.605530555575,6310,1759,-7671,627,2519,608,4728,1005,-9182,-452,-2682,-690,7.038123167155425,85.68629108092024,0.19550342130987292,224.17697336574264
5579.948333333334,1415.295,-8325.79,23.3075,33.723333333333336,-22.785,47824.69233055553,2362.8679750000056,32274.442566666672,6704.3996104166845,314210.64678888855,7397.658774999994,6212,1608,-7817,334,1427,261,4738,1210,-8962,-257,-3054,-330,8.79765395894428,54.76198249078295,4.496578690127077,156.49973199800326
5105.354166666667,1508.1083333333333,-8599.458333333334,14.175,20.32,-24.320833333333333,160794.75873264042,12260.76659722222,120288.33326388893,35553.03770833363,1459268.6709333297,54574.21623263887,6493,1952,-7382,608,4628,1248,3759,998,-9582,-976,-4944,-903,8.211143695014663,120.20849275550209,0.19550342130987292,332.80101224278025
5071.4925,1398.4591666666668,-8636.909166666666,34.655,47.1275,-24.704166666666666,131082.62327708333,13016.003332638908,92243.30258263908,48839.27597499996,734339.0062437488,78664.34998263883,6283,1867,-7436,1066,3366,840,3991,1007,-9775,-653,-3169,-1220,7.624633431085043,77.90929619883109,0.19550342130987292,444.6657730183498
5388.695,1400.7566666666667,-8448.4875,17.9525,39.090833333333336,-24.050833333333333,102871.26030833328,2304.7341222222244,60100.923177083496,6544.52691041667,476694.3075826386,9054.019915972225,6039,1664,-7793,297,2604,377,4496,1164,-9094,-293,-2176,-354,8.79765395894428,87.78556404325191,0.5865102639296187,220.85685793423502
5028.630833333334,1482.93,-8636.275833333333,-0.7525,-78.20083333333334,-32.565,246759.6445493055,23583.5901,258196.90474930636,114191.55791041732,2975082.333832634,161671.29910833354,6322,2238,-6594,1608,7384,1907,3060,646,-11108,-1665,-8249,-2275,7.820136852394917,201.20171045880787,0.19550342130987292,1222.8028276347168
5303.135833333334,1498.7966666666666,-8487.783333333333,26.706666666666667,52.63333333333333,-37.68666666666667,144282.2923826388,3752.5753222222306,75874.80305555553,8438.44062222221,859758.7638888893,14300.776822222173,6051,1818,-7822,578,3275,566,4144,983,-9419,-440,-3596,-647,6.842619745845552,81.12039476702887,0.39100684261974583,320.23494887287245
5278.235833333333,1521.4233333333334,-8486.060833333333,20.874166666666667,124.44083333333333,-31.776666666666667,185912.9185493056,2113.962455555557,83732.21213263899,8891.861665972228,733853.8464993061,11728.861788888877,6320,1742,-7612,627,2787,395,4476,1352,-9128,-385,-4804,-580,8.993157380254154,48.20487602466193,0.7820136852394917,204.84866756474804
3647.335,1414.1791666666666,-9299.551666666666,9.528333333333334,75.22166666666666,-2.7041666666666666,255435.38944166646,16692.4787326389,77186.98399722217,67219.00419722259,1144764.6375305557,110868.6649826387,5133,2074,-8232,1322,5110,1986,2648,973,-10158,-1360,-4432,-1409,3.1280547409579667,85.3066902513284,0.39100684261974583,672.1190793249043
3924.335,1444.5366666666666,-9190.590833333334,-0.5358333333333334,88.81666666666666,6.265,142138.58444166684,13698.748655555532,72602.51841597234,63728.58704930575,1419034.0213888846,94691.06310833317,5133,2074,-8127,1322,5110,1559,2921,1064,-10046,-1360,-5218,-1409,3.3235581622678394,103.3013381326573,0.39100684261974583,567.9616827696503
4953.8775,1420.37,-8694.165,21.418333333333333,162.79833333333335,-25.60333333333333,134370.23582708312,2048.0047666666665,57622.94110833337,4775.478330555575,292647.2859972226,8957.857655555572,5763,1777,-8042,297,1824,450,3995,1193,-9592,-287,-1535,-476,8.79765395894428,61.746157552711075,0.7820136852394917,149.49948366669676
5051.139166666667,1413.8033333333333,-8643.323333333334,23.666666666666668,102.295,-26.726666666666667,139135.37813263858,2083.0763222222167,59539.43212222221,4782.233888888849,280007.19464166655,8831.971955555582,5763,1777,-8042,297,1824,450,3995,1193,-9592,-287,-1547,-476,8.79765395894428,62.95768542272459,0.7820136852394917,196.06130517939795
4539.925833333334,1432.1833333333334,-8908.799166666666,16.028333333333332,-69.6575,-10.000833333333333,210645.94533263898,7713.209722222225,153707.12216597193,27048.63419722237,2259074.475193752,95106.96249930536,5555,2155,-7719,895,5397,2602,2811,834,-10774,-1238,-7913,-1269,9.188660801564026,109.1988501397316,0.39100684261974583,583.2812120839342
